District Name,Taluk Name,Market Name,Address,Telephone,Commodity,Year,Month,Arrival,Unit
Chickballapur,Chik Ballapur,CHICKBALLAPUR,"SECRETARY  AGRICULTURAL PRODUCE MARKET COMMITTEE, CHICKBALLAP",8156272637,Cucumbar,2012,Apr,2938,Quintal   
Chickballapur,Chik Ballapur,CHICKBALLAPUR,"SECRETARY  AGRICULTURAL PRODUCE MARKET COMMITTEE, CHICKBALLAP",8156272637,Goat  ,2012,Apr,1508,Numbers 
Chickballapur,Chik Ballapur,CHICKBALLAPUR,"SECRETARY  AGRICULTURAL PRODUCE MARKET COMMITTEE, CHICKBALLAP",8156272637,Grapes,2012,Apr,30,Quintal   
Chickballapur,Chik Ballapur,CHICKBALLAPUR,"SECRETARY  AGRICULTURAL PRODUCE MARKET COMMITTEE, CHICKBALLAP",8156272637,Green Chilly,2012,Apr,144,Quintal   
Chickballapur,Chik Ballapur,CHICKBALLAPUR,"SECRETARY  AGRICULTURAL PRODUCE MARKET COMMITTEE, CHICKBALLAP",8156272637,Honge Seed,2012,Apr,41,Quintal   
Chickballapur,Chik Ballapur,CHICKBALLAPUR,"SECRETARY  AGRICULTURAL PRODUCE MARKET COMMITTEE, CHICKBALLAP",8156272637,Jowar,2012,Apr,465,Quintal   
Chickballapur,Chik Ballapur,CHICKBALLAPUR,"SECRETARY  AGRICULTURAL PRODUCE MARKET COMMITTEE, CHICKBALLAP",8156272637,Knool Khol,2012,Apr,147,Quintal   
Chickballapur,Chik Ballapur,CHICKBALLAPUR,"SECRETARY  AGRICULTURAL PRODUCE MARKET COMMITTEE, CHICKBALLAP",8156272637,Ladies Finger,2012,Apr,6,Quintal   
Chickballapur,Chik Ballapur,CHICKBALLAPUR,"SECRETARY  AGRICULTURAL PRODUCE MARKET COMMITTEE, CHICKBALLAP",8156272637,Maize,2012,Apr,228,Quintal   
Chickballapur,Chik Ballapur,CHICKBALLAPUR,"SECRETARY  AGRICULTURAL PRODUCE MARKET COMMITTEE, CHICKBALLAP",8156272637,Marygold,2012,Apr,201,Quintal   
Chickballapur,Chik Ballapur,CHICKBALLAPUR,"SECRETARY  AGRICULTURAL PRODUCE MARKET COMMITTEE, CHICKBALLAP",8156272637,Onion,2012,Apr,710,Quintal   
Chickballapur,Chik Ballapur,CHICKBALLAPUR,"SECRETARY  AGRICULTURAL PRODUCE MARKET COMMITTEE, CHICKBALLAP",8156272637,Ox  ,2012,Apr,106,Numbers 
Chickballapur,Chik Ballapur,CHICKBALLAPUR,"SECRETARY  AGRICULTURAL PRODUCE MARKET COMMITTEE, CHICKBALLAP",8156272637,Potato,2012,Apr,6890,Quintal   
Chickballapur,Chik Ballapur,CHICKBALLAPUR,"SECRETARY  AGRICULTURAL PRODUCE MARKET COMMITTEE, CHICKBALLAP",8156272637,Raddish,2012,Apr,618,Quintal   
Chickballapur,Chik Ballapur,CHICKBALLAPUR,"SECRETARY  AGRICULTURAL PRODUCE MARKET COMMITTEE, CHICKBALLAP",8156272637,Ridgeguard,2012,Apr,918,Quintal   
Chickballapur,Chik Ballapur,CHICKBALLAPUR,"SECRETARY  AGRICULTURAL PRODUCE MARKET COMMITTEE, CHICKBALLAP",8156272637,Rose,2012,Apr,44,Quintal   
Chickballapur,Chik Ballapur,CHICKBALLAPUR,"SECRETARY  AGRICULTURAL PRODUCE MARKET COMMITTEE, CHICKBALLAP",8156272637,Seemebadanekai,2012,Apr,22,Quintal   
Chickballapur,Chik Ballapur,CHICKBALLAPUR,"SECRETARY  AGRICULTURAL PRODUCE MARKET COMMITTEE, CHICKBALLAP",8156272637,She Baffalo  ,2012,Apr,62,Numbers 
Chickballapur,Chik Ballapur,CHICKBALLAPUR,"SECRETARY  AGRICULTURAL PRODUCE MARKET COMMITTEE, CHICKBALLAP",8156272637,Sheep  ,2012,Apr,1613,Numbers 
Chickballapur,Chik Ballapur,CHICKBALLAPUR,"SECRETARY  AGRICULTURAL PRODUCE MARKET COMMITTEE, CHICKBALLAP",8156272637,Thondekai,2012,Apr,250,Quintal   
Chickballapur,Chik Ballapur,CHICKBALLAPUR,"SECRETARY  AGRICULTURAL PRODUCE MARKET COMMITTEE, CHICKBALLAP",8156272637,Tomato,2012,Apr,1331,Quintal   
Chickballapur,Chik Ballapur,CHICKBALLAPUR,"SECRETARY  AGRICULTURAL PRODUCE MARKET COMMITTEE, CHICKBALLAP",8156272637,Banana Green,2012,May,84,Quintal   
Chickballapur,Chik Ballapur,CHICKBALLAPUR,"SECRETARY  AGRICULTURAL PRODUCE MARKET COMMITTEE, CHICKBALLAP",8156272637,Beans,2012,May,1780,Quintal   
Chickballapur,Chik Ballapur,CHICKBALLAPUR,"SECRETARY  AGRICULTURAL PRODUCE MARKET COMMITTEE, CHICKBALLAP",8156272637,Beetroot,2012,May,561,Quintal   
Chickballapur,Chik Ballapur,CHICKBALLAPUR,"SECRETARY  AGRICULTURAL PRODUCE MARKET COMMITTEE, CHICKBALLAP",8156272637,Bitter Gourd,2012,May,80,Quintal   
Chickballapur,Chik Ballapur,CHICKBALLAPUR,"SECRETARY  AGRICULTURAL PRODUCE MARKET COMMITTEE, CHICKBALLAP",8156272637,Bottle Gourd,2012,May,156,Quintal   
Chickballapur,Chik Ballapur,CHICKBALLAPUR,"SECRETARY  AGRICULTURAL PRODUCE MARKET COMMITTEE, CHICKBALLAP",8156272637,Brinjal,2012,May,222,Quintal   
Chickballapur,Chik Ballapur,CHICKBALLAPUR,"SECRETARY  AGRICULTURAL PRODUCE MARKET COMMITTEE, CHICKBALLAP",8156272637,Bunch Beans,2012,May,8,Quintal   
Chickballapur,Chik Ballapur,CHICKBALLAPUR,"SECRETARY  AGRICULTURAL PRODUCE MARKET COMMITTEE, CHICKBALLAP",8156272637,Cabbage,2012,May,2345,Quintal   
Chickballapur,Chik Ballapur,CHICKBALLAPUR,"SECRETARY  AGRICULTURAL PRODUCE MARKET COMMITTEE, CHICKBALLAP",8156272637,Capsicum,2012,May,93,Quintal   
Chickballapur,Chik Ballapur,CHICKBALLAPUR,"SECRETARY  AGRICULTURAL PRODUCE MARKET COMMITTEE, CHICKBALLAP",8156272637,Carrot,2012,May,952,Quintal   
Chickballapur,Chik Ballapur,CHICKBALLAPUR,"SECRETARY  AGRICULTURAL PRODUCE MARKET COMMITTEE, CHICKBALLAP",8156272637,Cauliflower,2012,May,638,Quintal   
Chickballapur,Chik Ballapur,CHICKBALLAPUR,"SECRETARY  AGRICULTURAL PRODUCE MARKET COMMITTEE, CHICKBALLAP",8156272637,Chapparada Avare,2012,May,163,Quintal   
Chickballapur,Chik Ballapur,CHICKBALLAPUR,"SECRETARY  AGRICULTURAL PRODUCE MARKET COMMITTEE, CHICKBALLAP",8156272637,Chilly Capsicum,2012,May,294,Quintal   
Chickballapur,Chik Ballapur,CHICKBALLAPUR,"SECRETARY  AGRICULTURAL PRODUCE MARKET COMMITTEE, CHICKBALLAP",8156272637,Coconut  ,2012,May,91000,Numbers 
Chickballapur,Chik Ballapur,CHICKBALLAPUR,"SECRETARY  AGRICULTURAL PRODUCE MARKET COMMITTEE, CHICKBALLAP",8156272637,Cow  ,2012,May,115,Numbers 
Chickballapur,Chik Ballapur,CHICKBALLAPUR,"SECRETARY  AGRICULTURAL PRODUCE MARKET COMMITTEE, CHICKBALLAP",8156272637,Cucumbar,2012,May,5171,Quintal   
Chickballapur,Chik Ballapur,CHICKBALLAPUR,"SECRETARY  AGRICULTURAL PRODUCE MARKET COMMITTEE, CHICKBALLAP",8156272637,Garlic,2012,May,60,Quintal   
Chickballapur,Chik Ballapur,CHICKBALLAPUR,"SECRETARY  AGRICULTURAL PRODUCE MARKET COMMITTEE, CHICKBALLAP",8156272637,Ginger,2012,May,38,Quintal   
Chickballapur,Chik Ballapur,CHICKBALLAPUR,"SECRETARY  AGRICULTURAL PRODUCE MARKET COMMITTEE, CHICKBALLAP",8156272637,Goat  ,2012,May,405,Numbers 
Chickballapur,Chik Ballapur,CHICKBALLAPUR,"SECRETARY  AGRICULTURAL PRODUCE MARKET COMMITTEE, CHICKBALLAP",8156272637,Grapes,2012,May,116,Quintal   
Chickballapur,Chik Ballapur,CHICKBALLAPUR,"SECRETARY  AGRICULTURAL PRODUCE MARKET COMMITTEE, CHICKBALLAP",8156272637,Green Chilly,2012,May,217,Quintal   
Chickballapur,Chik Ballapur,CHICKBALLAPUR,"SECRETARY  AGRICULTURAL PRODUCE MARKET COMMITTEE, CHICKBALLAP",8156272637,Green Ginger,2012,May,26,Quintal   
Chickballapur,Chik Ballapur,CHICKBALLAPUR,"SECRETARY  AGRICULTURAL PRODUCE MARKET COMMITTEE, CHICKBALLAP",8156272637,Knool Khol,2012,May,178,Quintal   
Chickballapur,Chik Ballapur,CHICKBALLAPUR,"SECRETARY  AGRICULTURAL PRODUCE MARKET COMMITTEE, CHICKBALLAP",8156272637,Ladies Finger,2012,May,25,Quintal   
Chickballapur,Chik Ballapur,CHICKBALLAPUR,"SECRETARY  AGRICULTURAL PRODUCE MARKET COMMITTEE, CHICKBALLAP",8156272637,Maize,2012,May,773,Quintal   
Chickballapur,Chik Ballapur,CHICKBALLAPUR,"SECRETARY  AGRICULTURAL PRODUCE MARKET COMMITTEE, CHICKBALLAP",8156272637,Mango,2012,May,3092,Quintal   
Chickballapur,Chik Ballapur,CHICKBALLAPUR,"SECRETARY  AGRICULTURAL PRODUCE MARKET COMMITTEE, CHICKBALLAP",8156272637,Marygold,2012,May,199,Quintal   
Chickballapur,Chik Ballapur,CHICKBALLAPUR,"SECRETARY  AGRICULTURAL PRODUCE MARKET COMMITTEE, CHICKBALLAP",8156272637,Onion,2012,May,892,Quintal   
Chickballapur,Chik Ballapur,CHICKBALLAPUR,"SECRETARY  AGRICULTURAL PRODUCE MARKET COMMITTEE, CHICKBALLAP",8156272637,Ox  ,2012,May,42,Numbers 
Chickballapur,Chik Ballapur,CHICKBALLAPUR,"SECRETARY  AGRICULTURAL PRODUCE MARKET COMMITTEE, CHICKBALLAP",8156272637,Paddy,2012,May,30,Quintal   
Chickballapur,Chik Ballapur,CHICKBALLAPUR,"SECRETARY  AGRICULTURAL PRODUCE MARKET COMMITTEE, CHICKBALLAP",8156272637,Potato,2012,May,5555,Quintal   
Chickballapur,Chik Ballapur,CHICKBALLAPUR,"SECRETARY  AGRICULTURAL PRODUCE MARKET COMMITTEE, CHICKBALLAP",8156272637,Raddish,2012,May,578,Quintal   
Chickballapur,Chik Ballapur,CHICKBALLAPUR,"SECRETARY  AGRICULTURAL PRODUCE MARKET COMMITTEE, CHICKBALLAP",8156272637,Rice,2012,May,120,Quintal   
Chickballapur,Chik Ballapur,CHICKBALLAPUR,"SECRETARY  AGRICULTURAL PRODUCE MARKET COMMITTEE, CHICKBALLAP",8156272637,Ridgeguard,2012,May,1867,Quintal   
Chickballapur,Chik Ballapur,CHICKBALLAPUR,"SECRETARY  AGRICULTURAL PRODUCE MARKET COMMITTEE, CHICKBALLAP",8156272637,Rose,2012,May,41,Quintal   
Chickballapur,Chik Ballapur,CHICKBALLAPUR,"SECRETARY  AGRICULTURAL PRODUCE MARKET COMMITTEE, CHICKBALLAP",8156272637,She Baffalo  ,2012,May,34,Numbers 
Chickballapur,Chik Ballapur,CHICKBALLAPUR,"SECRETARY  AGRICULTURAL PRODUCE MARKET COMMITTEE, CHICKBALLAP",8156272637,Sheep  ,2012,May,555,Numbers 
Chickballapur,Chik Ballapur,CHICKBALLAPUR,"SECRETARY  AGRICULTURAL PRODUCE MARKET COMMITTEE, CHICKBALLAP",8156272637,Thogarikai,2012,May,48,Quintal   
Chickballapur,Chik Ballapur,CHICKBALLAPUR,"SECRETARY  AGRICULTURAL PRODUCE MARKET COMMITTEE, CHICKBALLAP",8156272637,Thondekai,2012,May,471,Quintal   
Chickballapur,Chik Ballapur,CHICKBALLAPUR,"SECRETARY  AGRICULTURAL PRODUCE MARKET COMMITTEE, CHICKBALLAP",8156272637,Tomato,2012,May,3333,Quintal   
Chickballapur,Chik Ballapur,CHICKBALLAPUR,"SECRETARY  AGRICULTURAL PRODUCE MARKET COMMITTEE, CHICKBALLAP",8156272637,Banana Green,2012,Jun,64,Quintal   
Chickballapur,Chik Ballapur,CHICKBALLAPUR,"SECRETARY  AGRICULTURAL PRODUCE MARKET COMMITTEE, CHICKBALLAP",8156272637,Beans,2012,Jun,1882,Quintal   
Chickballapur,Chik Ballapur,CHICKBALLAPUR,"SECRETARY  AGRICULTURAL PRODUCE MARKET COMMITTEE, CHICKBALLAP",8156272637,Beetroot,2012,Jun,1206,Quintal   
Chickballapur,Chik Ballapur,CHICKBALLAPUR,"SECRETARY  AGRICULTURAL PRODUCE MARKET COMMITTEE, CHICKBALLAP",8156272637,Bitter Gourd,2012,Jun,38,Quintal   
Chickballapur,Chik Ballapur,CHICKBALLAPUR,"SECRETARY  AGRICULTURAL PRODUCE MARKET COMMITTEE, CHICKBALLAP",8156272637,Bottle Gourd,2012,Jun,98,Quintal   
Chickballapur,Chik Ballapur,CHICKBALLAPUR,"SECRETARY  AGRICULTURAL PRODUCE MARKET COMMITTEE, CHICKBALLAP",8156272637,Brinjal,2012,Jun,116,Quintal   
Chickballapur,Chik Ballapur,CHICKBALLAPUR,"SECRETARY  AGRICULTURAL PRODUCE MARKET COMMITTEE, CHICKBALLAP",8156272637,Bunch Beans,2012,Jun,24,Quintal   
Chickballapur,Chik Ballapur,CHICKBALLAPUR,"SECRETARY  AGRICULTURAL PRODUCE MARKET COMMITTEE, CHICKBALLAP",8156272637,Cabbage,2012,Jun,3298,Quintal   
Chickballapur,Chik Ballapur,CHICKBALLAPUR,"SECRETARY  AGRICULTURAL PRODUCE MARKET COMMITTEE, CHICKBALLAP",8156272637,Capsicum,2012,Jun,156,Quintal   
Chickballapur,Chik Ballapur,CHICKBALLAPUR,"SECRETARY  AGRICULTURAL PRODUCE MARKET COMMITTEE, CHICKBALLAP",8156272637,Carrot,2012,Jun,1040,Quintal   
Chickballapur,Chik Ballapur,CHICKBALLAPUR,"SECRETARY  AGRICULTURAL PRODUCE MARKET COMMITTEE, CHICKBALLAP",8156272637,Cauliflower,2012,Jun,579,Quintal   
Chickballapur,Chik Ballapur,CHICKBALLAPUR,"SECRETARY  AGRICULTURAL PRODUCE MARKET COMMITTEE, CHICKBALLAP",8156272637,Chapparada Avare,2012,Jun,214,Quintal   
Chickballapur,Chik Ballapur,CHICKBALLAPUR,"SECRETARY  AGRICULTURAL PRODUCE MARKET COMMITTEE, CHICKBALLAP",8156272637,Chilly Capsicum,2012,Jun,382,Quintal   
Chickballapur,Chik Ballapur,CHICKBALLAPUR,"SECRETARY  AGRICULTURAL PRODUCE MARKET COMMITTEE, CHICKBALLAP",8156272637,Coconut  ,2012,Jun,71000,Numbers 
Chickballapur,Chik Ballapur,CHICKBALLAPUR,"SECRETARY  AGRICULTURAL PRODUCE MARKET COMMITTEE, CHICKBALLAP",8156272637,Cow  ,2012,Jun,240,Numbers 
Chickballapur,Chik Ballapur,CHICKBALLAPUR,"SECRETARY  AGRICULTURAL PRODUCE MARKET COMMITTEE, CHICKBALLAP",8156272637,Cucumbar,2012,Jun,2528,Quintal   
Chickballapur,Chik Ballapur,CHICKBALLAPUR,"SECRETARY  AGRICULTURAL PRODUCE MARKET COMMITTEE, CHICKBALLAP",8156272637,Grapes,2012,Jun,340,Quintal   
Chickballapur,Chik Ballapur,CHICKBALLAPUR,"SECRETARY  AGRICULTURAL PRODUCE MARKET COMMITTEE, CHICKBALLAP",8156272637,Green Chilly,2012,Jun,172,Quintal   
Chickballapur,Chik Ballapur,CHICKBALLAPUR,"SECRETARY  AGRICULTURAL PRODUCE MARKET COMMITTEE, CHICKBALLAP",8156272637,Knool Khol,2012,Jun,196,Quintal   
Chickballapur,Chik Ballapur,CHICKBALLAPUR,"SECRETARY  AGRICULTURAL PRODUCE MARKET COMMITTEE, CHICKBALLAP",8156272637,Ladies Finger,2012,Jun,21,Quintal   
Chickballapur,Chik Ballapur,CHICKBALLAPUR,"SECRETARY  AGRICULTURAL PRODUCE MARKET COMMITTEE, CHICKBALLAP",8156272637,Mango,2012,Jun,8864,Quintal   
Chickballapur,Chik Ballapur,CHICKBALLAPUR,"SECRETARY  AGRICULTURAL PRODUCE MARKET COMMITTEE, CHICKBALLAP",8156272637,Marygold,2012,Jun,357,Quintal   
Chickballapur,Chik Ballapur,CHICKBALLAPUR,"SECRETARY  AGRICULTURAL PRODUCE MARKET COMMITTEE, CHICKBALLAP",8156272637,Onion,2012,Jun,533,Quintal   
Chickballapur,Chik Ballapur,CHICKBALLAPUR,"SECRETARY  AGRICULTURAL PRODUCE MARKET COMMITTEE, CHICKBALLAP",8156272637,Ox  ,2012,Jun,131,Numbers 
Chickballapur,Chik Ballapur,CHICKBALLAPUR,"SECRETARY  AGRICULTURAL PRODUCE MARKET COMMITTEE, CHICKBALLAP",8156272637,Potato,2012,Jun,9070,Quintal   
Chickballapur,Chik Ballapur,CHICKBALLAPUR,"SECRETARY  AGRICULTURAL PRODUCE MARKET COMMITTEE, CHICKBALLAP",8156272637,Raddish,2012,Jun,396,Quintal   
Chickballapur,Chik Ballapur,CHICKBALLAPUR,"SECRETARY  AGRICULTURAL PRODUCE MARKET COMMITTEE, CHICKBALLAP",8156272637,Ragi,2012,Jun,15,Quintal   
Chickballapur,Chik Ballapur,CHICKBALLAPUR,"SECRETARY  AGRICULTURAL PRODUCE MARKET COMMITTEE, CHICKBALLAP",8156272637,Rice,2012,Jun,50,Quintal   
Chickballapur,Chik Ballapur,CHICKBALLAPUR,"SECRETARY  AGRICULTURAL PRODUCE MARKET COMMITTEE, CHICKBALLAP",8156272637,Ridgeguard,2012,Jun,1876,Quintal   
Chickballapur,Chik Ballapur,CHICKBALLAPUR,"SECRETARY  AGRICULTURAL PRODUCE MARKET COMMITTEE, CHICKBALLAP",8156272637,Rose,2012,Jun,35,Quintal   
Chickballapur,Chik Ballapur,CHICKBALLAPUR,"SECRETARY  AGRICULTURAL PRODUCE MARKET COMMITTEE, CHICKBALLAP",8156272637,She Baffalo  ,2012,Jun,55,Numbers 
Chickballapur,Chik Ballapur,CHICKBALLAPUR,"SECRETARY  AGRICULTURAL PRODUCE MARKET COMMITTEE, CHICKBALLAP",8156272637,Snakeguard,2012,Jun,25,Quintal   
Chickballapur,Chik Ballapur,CHICKBALLAPUR,"SECRETARY  AGRICULTURAL PRODUCE MARKET COMMITTEE, CHICKBALLAP",8156272637,Thogarikai,2012,Jun,25,Quintal   
Chickballapur,Chik Ballapur,CHICKBALLAPUR,"SECRETARY  AGRICULTURAL PRODUCE MARKET COMMITTEE, CHICKBALLAP",8156272637,Thondekai,2012,Jun,330,Quintal   
Chickballapur,Chik Ballapur,CHICKBALLAPUR,"SECRETARY  AGRICULTURAL PRODUCE MARKET COMMITTEE, CHICKBALLAP",8156272637,Tomato,2012,Jun,5183,Quintal   
Chickballapur,Chik Ballapur,CHICKBALLAPUR,"SECRETARY  AGRICULTURAL PRODUCE MARKET COMMITTEE, CHICKBALLAP",8156272637,All Flowers,2012,Jul,60,Quintal   
Chickballapur,Chik Ballapur,CHICKBALLAPUR,"SECRETARY  AGRICULTURAL PRODUCE MARKET COMMITTEE, CHICKBALLAP",8156272637,Banana,2012,Jul,24,Quintal   
Chickballapur,Chik Ballapur,CHICKBALLAPUR,"SECRETARY  AGRICULTURAL PRODUCE MARKET COMMITTEE, CHICKBALLAP",8156272637,Banana Green,2012,Jul,35,Quintal   
Chickballapur,Chik Ballapur,CHICKBALLAPUR,"SECRETARY  AGRICULTURAL PRODUCE MARKET COMMITTEE, CHICKBALLAP",8156272637,Beans,2012,Jul,2381,Quintal   
Chickballapur,Chik Ballapur,CHICKBALLAPUR,"SECRETARY  AGRICULTURAL PRODUCE MARKET COMMITTEE, CHICKBALLAP",8156272637,Beetroot,2012,Jul,2132,Quintal   
Chickballapur,Chik Ballapur,CHICKBALLAPUR,"SECRETARY  AGRICULTURAL PRODUCE MARKET COMMITTEE, CHICKBALLAP",8156272637,Bitter Gourd,2012,Jul,107,Quintal   
Chickballapur,Chik Ballapur,CHICKBALLAPUR,"SECRETARY  AGRICULTURAL PRODUCE MARKET COMMITTEE, CHICKBALLAP",8156272637,Bottle Gourd,2012,Jul,82,Quintal   
Chickballapur,Chik Ballapur,CHICKBALLAPUR,"SECRETARY  AGRICULTURAL PRODUCE MARKET COMMITTEE, CHICKBALLAP",8156272637,Brinjal,2012,Jul,232,Quintal   
Chickballapur,Chik Ballapur,CHICKBALLAPUR,"SECRETARY  AGRICULTURAL PRODUCE MARKET COMMITTEE, CHICKBALLAP",8156272637,Bunch Beans,2012,Jul,35,Quintal   
Chickballapur,Chik Ballapur,CHICKBALLAPUR,"SECRETARY  AGRICULTURAL PRODUCE MARKET COMMITTEE, CHICKBALLAP",8156272637,Cabbage,2012,Jul,3369,Quintal   
Chickballapur,Chik Ballapur,CHICKBALLAPUR,"SECRETARY  AGRICULTURAL PRODUCE MARKET COMMITTEE, CHICKBALLAP",8156272637,Capsicum,2012,Jul,345,Quintal   
Chickballapur,Chik Ballapur,CHICKBALLAPUR,"SECRETARY  AGRICULTURAL PRODUCE MARKET COMMITTEE, CHICKBALLAP",8156272637,Carrot,2012,Jul,1308,Quintal   
Chickballapur,Chik Ballapur,CHICKBALLAPUR,"SECRETARY  AGRICULTURAL PRODUCE MARKET COMMITTEE, CHICKBALLAP",8156272637,Cauliflower,2012,Jul,691,Quintal   
Chickballapur,Chik Ballapur,CHICKBALLAPUR,"SECRETARY  AGRICULTURAL PRODUCE MARKET COMMITTEE, CHICKBALLAP",8156272637,Chapparada Avare,2012,Jul,288,Quintal   
Chickballapur,Chik Ballapur,CHICKBALLAPUR,"SECRETARY  AGRICULTURAL PRODUCE MARKET COMMITTEE, CHICKBALLAP",8156272637,Chilly Capsicum,2012,Jul,448,Quintal   
Chickballapur,Chik Ballapur,CHICKBALLAPUR,"SECRETARY  AGRICULTURAL PRODUCE MARKET COMMITTEE, CHICKBALLAP",8156272637,Coconut  ,2012,Jul,60000,Numbers 
Chickballapur,Chik Ballapur,CHICKBALLAPUR,"SECRETARY  AGRICULTURAL PRODUCE MARKET COMMITTEE, CHICKBALLAP",8156272637,Cow  ,2012,Jul,270,Numbers 
Chickballapur,Chik Ballapur,CHICKBALLAPUR,"SECRETARY  AGRICULTURAL PRODUCE MARKET COMMITTEE, CHICKBALLAP",8156272637,Cucumbar,2012,Jul,2349,Quintal   
Chickballapur,Chik Ballapur,CHICKBALLAPUR,"SECRETARY  AGRICULTURAL PRODUCE MARKET COMMITTEE, CHICKBALLAP",8156272637,Garlic,2012,Jul,25,Quintal   
Chickballapur,Chik Ballapur,CHICKBALLAPUR,"SECRETARY  AGRICULTURAL PRODUCE MARKET COMMITTEE, CHICKBALLAP",8156272637,Goat  ,2012,Jul,1710,Numbers 
Chickballapur,Chik Ballapur,CHICKBALLAPUR,"SECRETARY  AGRICULTURAL PRODUCE MARKET COMMITTEE, CHICKBALLAP",8156272637,Grapes,2012,Jul,225,Quintal   
Chickballapur,Chik Ballapur,CHICKBALLAPUR,"SECRETARY  AGRICULTURAL PRODUCE MARKET COMMITTEE, CHICKBALLAP",8156272637,Green Chilly,2012,Jul,175,Quintal   
Chickballapur,Chik Ballapur,CHICKBALLAPUR,"SECRETARY  AGRICULTURAL PRODUCE MARKET COMMITTEE, CHICKBALLAP",8156272637,Green Ginger,2012,Jul,80,Quintal   
Chickballapur,Chik Ballapur,CHICKBALLAPUR,"SECRETARY  AGRICULTURAL PRODUCE MARKET COMMITTEE, CHICKBALLAP",8156272637,Jaggery,2012,Jul,10,Quintal   
Chickballapur,Chik Ballapur,CHICKBALLAPUR,"SECRETARY  AGRICULTURAL PRODUCE MARKET COMMITTEE, CHICKBALLAP",8156272637,Jowar,2012,Jul,124,Quintal   
Chickballapur,Chik Ballapur,CHICKBALLAPUR,"SECRETARY  AGRICULTURAL PRODUCE MARKET COMMITTEE, CHICKBALLAP",8156272637,Knool Khol,2012,Jul,338,Quintal   
Chickballapur,Chik Ballapur,CHICKBALLAPUR,"SECRETARY  AGRICULTURAL PRODUCE MARKET COMMITTEE, CHICKBALLAP",8156272637,Ladies Finger,2012,Jul,38,Quintal   
Chickballapur,Chik Ballapur,CHICKBALLAPUR,"SECRETARY  AGRICULTURAL PRODUCE MARKET COMMITTEE, CHICKBALLAP",8156272637,Maize,2012,Jul,411,Quintal   
Chickballapur,Chik Ballapur,CHICKBALLAPUR,"SECRETARY  AGRICULTURAL PRODUCE MARKET COMMITTEE, CHICKBALLAP",8156272637,Mango,2012,Jul,1130,Quintal   
Chickballapur,Chik Ballapur,CHICKBALLAPUR,"SECRETARY  AGRICULTURAL PRODUCE MARKET COMMITTEE, CHICKBALLAP",8156272637,Marygold,2012,Jul,950,Quintal   
Chickballapur,Chik Ballapur,CHICKBALLAPUR,"SECRETARY  AGRICULTURAL PRODUCE MARKET COMMITTEE, CHICKBALLAP",8156272637,Onion,2012,Jul,474,Quintal   
Chickballapur,Chik Ballapur,CHICKBALLAPUR,"SECRETARY  AGRICULTURAL PRODUCE MARKET COMMITTEE, CHICKBALLAP",8156272637,Ox  ,2012,Jul,84,Numbers 
Chickballapur,Chik Ballapur,CHICKBALLAPUR,"SECRETARY  AGRICULTURAL PRODUCE MARKET COMMITTEE, CHICKBALLAP",8156272637,Potato,2012,Jul,6795,Quintal   
Chickballapur,Chik Ballapur,CHICKBALLAPUR,"SECRETARY  AGRICULTURAL PRODUCE MARKET COMMITTEE, CHICKBALLAP",8156272637,Raddish,2012,Jul,597,Quintal   
Chickballapur,Chik Ballapur,CHICKBALLAPUR,"SECRETARY  AGRICULTURAL PRODUCE MARKET COMMITTEE, CHICKBALLAP",8156272637,Ragi,2012,Jul,15,Quintal   
Chickballapur,Chik Ballapur,CHICKBALLAPUR,"SECRETARY  AGRICULTURAL PRODUCE MARKET COMMITTEE, CHICKBALLAP",8156272637,Rice,2012,Jul,105,Quintal   
Chickballapur,Chik Ballapur,CHICKBALLAPUR,"SECRETARY  AGRICULTURAL PRODUCE MARKET COMMITTEE, CHICKBALLAP",8156272637,Ridgeguard,2012,Jul,830,Quintal   
Chickballapur,Chik Ballapur,CHICKBALLAPUR,"SECRETARY  AGRICULTURAL PRODUCE MARKET COMMITTEE, CHICKBALLAP",8156272637,Rose,2012,Jul,78,Quintal   
Chickballapur,Chik Ballapur,CHICKBALLAPUR,"SECRETARY  AGRICULTURAL PRODUCE MARKET COMMITTEE, CHICKBALLAP",8156272637,Seemebadanekai,2012,Jul,71,Quintal   
Chickballapur,Chik Ballapur,CHICKBALLAPUR,"SECRETARY  AGRICULTURAL PRODUCE MARKET COMMITTEE, CHICKBALLAP",8156272637,She Baffalo  ,2012,Jul,53,Numbers 
Chickballapur,Chik Ballapur,CHICKBALLAPUR,"SECRETARY  AGRICULTURAL PRODUCE MARKET COMMITTEE, CHICKBALLAP",8156272637,Sheep  ,2012,Jul,2620,Numbers 
Chickballapur,Chik Ballapur,CHICKBALLAPUR,"SECRETARY  AGRICULTURAL PRODUCE MARKET COMMITTEE, CHICKBALLAP",8156272637,Sunflower,2012,Jul,10,Quintal   
Chickballapur,Chik Ballapur,CHICKBALLAPUR,"SECRETARY  AGRICULTURAL PRODUCE MARKET COMMITTEE, CHICKBALLAP",8156272637,Thogarikai,2012,Jul,3,Quintal   
Chickballapur,Chik Ballapur,CHICKBALLAPUR,"SECRETARY  AGRICULTURAL PRODUCE MARKET COMMITTEE, CHICKBALLAP",8156272637,Thondekai,2012,Jul,308,Quintal   
Chickballapur,Chik Ballapur,CHICKBALLAPUR,"SECRETARY  AGRICULTURAL PRODUCE MARKET COMMITTEE, CHICKBALLAP",8156272637,Tomato,2012,Jul,7419,Quintal   
